ruleScore,lstmProb,gnnProb,autoMSE,geoSpeed,clusterSize,label
6.55,0.71,0.99,4.07,0.33,9,1
4.61,0.35,0.18,2.57,19.36,2,0
9.78,0.97,0.78,8.92,1521.46,9,1
7.44,0.88,0.81,5.74,774.91,6,1
3.94,0.22,0.13,0.41,355.03,2,0
3.31,0.33,0.05,2.58,237.93,2,0
4.02,0.15,0.16,0.29,365.83,1,0
5.33,0.67,1.0,6.94,1289.94,12,1
9.49,0.86,0.95,6.4,2362.37,3,1
9.76,0.78,0.67,4.39,2498.84,8,1
6.72,0.62,0.71,8.38,177.22,18,1
8.88,0.92,0.82,5.17,2052.57,16,1
2.71,0.21,0.14,1.56,262.15,2,0
3.76,0.33,0.35,1.46,252.25,1,0
8.2,0.95,0.77,9.38,84.87,11,1
3.8,0.2,0.26,0.31,337.81,2,0
4.24,0.01,0.24,0.83,344.93,1,0
7.34,0.7,0.96,6.8,648.01,6,1
3.03,0.24,0.33,1.28,110.18,1,0
2.48,0.12,0.37,1.77,163.1,1,0
7.06,0.69,0.83,5.6,1713.19,19,1
2.43,0.39,0.0,2.7,372.45,2,0
3.54,0.07,0.1,2.43,378.87,2,0
2.73,0.01,0.07,1.5,237.58,1,0
0.72,0.0,0.32,0.53,242.49,2,0
2.08,0.26,0.12,1.82,209.5,2,0
1.32,0.0,0.21,1.82,385.15,2,0
2.08,0.18,0.14,1.88,313.76,1,0
7.52,0.9,0.8,3.47,644.78,13,1
3.71,0.34,0.03,0.09,103.4,2,0
1.57,0.3,0.09,1.17,346.29,2,0
3.33,0.09,0.26,1.27,61.18,2,0
7.27,0.75,0.99,5.74,952.7,15,1
6.41,0.69,0.89,3.22,608.53,12,1
8.05,0.68,0.7,4.22,683.69,11,1
2.09,0.29,0.05,2.42,101.28,2,0
9.02,0.92,0.65,5.79,1233.02,9,1
7.68,0.88,0.74,3.78,2111.7,17,1
1.54,0.26,0.23,1.42,198.33,1,0
5.57,0.74,0.99,6.56,285.11,11,1
7.53,0.65,0.79,8.35,1617.34,2,1
1.41,0.09,0.21,0.47,266.65,1,0
9.23,0.74,0.86,7.97,1407.31,6,1
8.14,0.72,0.99,7.92,1508.38,16,1
6.31,0.74,0.76,8.04,2404.06,10,1
8.99,0.91,0.74,5.09,814.22,7,1
4.67,0.26,0.18,0.13,368.05,2,0
0.72,0.37,0.18,2.98,168.03,1,0
3.11,0.2,0.33,2.58,246.25,2,0
4.16,0.08,0.18,2.08,254.96,1,0
8.36,0.6,0.97,3.79,1366.11,16,1
4.67,0.38,0.37,1.64,142.48,2,0
3.49,0.12,0.04,0.82,332.71,1,0
1.49,0.24,0.2,0.16,376.89,1,0
1.83,0.37,0.31,2.27,242.69,1,0
3.44,0.04,0.06,1.28,78.28,2,0
1.08,0.03,0.19,1.54,331.67,1,0
0.55,0.34,0.34,1.96,200.91,1,0
2.97,0.07,0.05,2.94,157.49,2,0
0.54,0.08,0.06,2.39,25.16,2,0
6.57,0.78,0.76,9.05,242.76,2,1
4.94,0.22,0.11,1.2,68.05,2,0
1.7,0.13,0.26,2.55,243.68,1,0
0.96,0.26,0.26,2.86,310.06,1,0
3.68,0.23,0.03,0.35,238.59,1,0
6.33,0.67,0.88,7.52,298.02,12,1
3.19,0.22,0.0,2.09,150.42,2,0
2.56,0.18,0.26,2.04,223.49,2,0
7.57,0.67,0.99,3.76,730.86,16,1
4.26,0.22,0.21,1.21,64.64,1,0
1.43,0.15,0.03,0.16,101.38,1,0
3.08,0.24,0.12,2.05,317.92,2,0
1.53,0.21,0.15,1.69,45.81,1,0
5.21,0.71,0.7,6.92,1684.97,9,1
3.68,0.08,0.06,0.95,390.43,2,0
8.32,0.8,0.81,6.03,742.05,14,1
6.58,0.83,0.98,9.01,1174.19,10,1
4.06,0.3,0.29,0.53,329.87,2,0
0.15,0.05,0.35,2.26,169.15,2,0
4.18,0.29,0.21,0.14,373.38,1,0
7.35,0.73,0.9,5.31,1478.37,3,1
2.16,0.03,0.2,2.11,205.29,1,0
4.55,0.33,0.21,2.31,209.08,1,0
8.58,0.65,0.72,4.01,178.12,10,1
4.01,0.1,0.02,1.87,225.0,2,0
4.69,0.34,0.36,1.4,262.98,1,0
4.47,0.29,0.23,2.07,375.64,1,0
8.73,0.81,0.71,8.44,1923.66,16,1
9.69,0.81,0.84,3.22,1875.99,17,1
7.05,0.82,0.82,6.48,1643.33,14,1
1.05,0.13,0.1,1.67,43.29,2,0
1.84,0.38,0.33,2.56,68.88,1,0
6.33,0.78,0.61,8.39,481.09,18,1
2.82,0.0,0.17,1.22,45.58,1,0
2.3,0.4,0.09,0.93,393.7,2,0
0.08,0.37,0.32,2.51,37.31,2,0
0.77,0.2,0.17,2.63,50.42,2,0
4.66,0.03,0.2,2.06,316.76,2,0
7.77,0.92,0.6,7.42,1340.86,9,1
0.64,0.04,0.24,1.6,106.55,2,0
2.51,0.21,0.18,0.77,48.14,1,0
9.64,0.78,0.89,5.57,970.9,8,1
5.07,0.94,0.81,3.97,1561.56,8,1
6.54,0.62,0.85,4.74,2110.38,7,1
9.95,0.71,0.7,8.41,1362.35,4,1
6.48,0.71,0.66,5.02,1687.2,10,1
9.05,0.99,0.86,4.95,714.61,8,1
0.44,0.34,0.29,1.83,328.12,2,0
3.98,0.39,0.19,1.72,177.92,2,0
4.38,0.32,0.38,0.3,106.05,1,0
6.7,0.63,0.67,8.36,2297.14,7,1
6.75,0.88,0.75,6.89,2168.53,14,1
6.25,0.85,0.8,9.92,926.36,3,1
6.69,0.92,0.88,8.36,2018.01,8,1
0.87,0.24,0.28,1.03,277.55,1,0
3.81,0.02,0.4,2.26,345.56,1,0
7.03,0.82,0.69,8.76,1999.12,14,1
9.27,0.87,0.81,8.81,1129.79,6,1
4.05,0.1,0.25,1.33,253.08,2,0
9.37,0.63,0.7,7.87,2289.73,4,1
9.93,0.89,0.85,3.33,650.21,5,1
4.75,0.4,0.09,2.18,151.21,1,0
2.7,0.05,0.21,1.19,72.14,1,0
1.5,0.07,0.16,0.7,213.92,1,0
0.43,0.28,0.02,0.18,122.13,2,0
7.99,0.71,0.81,6.62,439.27,4,1
0.15,0.4,0.25,1.68,23.8,1,0
0.94,0.28,0.12,0.89,118.54,1,0
0.82,0.06,0.18,1.16,285.69,2,0
7.38,0.62,0.99,8.01,1341.79,11,1
7.19,0.74,0.63,7.71,243.9,2,1
0.1,0.29,0.19,2.44,381.86,1,0
1.41,0.33,0.13,2.18,48.4,1,0
9.59,0.93,0.99,9.16,980.13,11,1
5.04,0.9,0.64,3.58,1535.42,7,1
0.22,0.14,0.07,1.94,185.71,1,0
5.37,0.79,0.85,3.67,784.33,17,1
0.44,0.24,0.12,0.48,217.81,1,0
6.52,0.93,0.69,4.7,220.87,7,1
8.05,0.98,0.87,3.52,2314.4,8,1
8.65,0.99,0.66,4.59,835.58,17,1
0.17,0.24,0.07,1.04,139.19,2,0
5.22,0.76,0.77,6.16,78.4,14,1
3.19,0.26,0.33,0.32,201.9,1,0
4.41,0.34,0.23,0.75,264.49,1,0
8.1,0.96,0.8,8.77,974.07,18,1
1.76,0.29,0.06,0.76,62.66,2,0
7.74,0.66,0.65,9.61,144.52,9,1
3.3,0.18,0.09,2.18,283.14,1,0
7.49,0.74,0.7,5.79,2113.25,5,1
1.79,0.33,0.01,0.73,61.03,2,0
1.23,0.36,0.04,2.95,344.1,2,0
5.83,0.97,0.77,4.95,2360.34,19,1
7.98,0.95,0.62,5.7,1982.1,14,1
1.38,0.32,0.37,1.81,321.22,1,0
2.51,0.13,0.05,1.13,268.91,2,0
4.94,0.13,0.21,1.53,381.76,2,0
7.6,0.83,0.98,4.37,653.81,13,1
1.8,0.24,0.05,0.17,164.8,1,0
3.91,0.18,0.28,1.16,63.97,1,0
5.7,0.81,0.83,6.34,2026.8,17,1
2.77,0.18,0.11,0.89,153.24,2,0
5.55,0.86,0.73,8.37,2330.4,6,1
4.05,0.31,0.09,2.15,320.02,1,0
4.83,0.38,0.35,1.5,56.36,2,0
1.29,0.09,0.19,1.5,86.03,2,0
8.15,0.92,0.65,6.63,208.51,15,1
1.02,0.07,0.05,0.42,299.26,2,0
9.19,0.77,0.89,6.57,316.29,9,1
9.26,0.87,0.71,7.82,245.44,10,1
3.24,0.14,0.31,1.73,394.11,1,0
9.96,0.68,0.83,9.48,2450.45,2,1
9.1,0.62,0.9,4.87,2198.48,8,1
8.97,0.79,0.82,9.97,1846.18,15,1
7.16,0.62,0.64,7.61,26.44,12,1
7.59,0.61,0.71,6.6,2373.78,18,1
6.18,0.91,0.99,6.26,1529.62,10,1
4.93,0.21,0.05,2.48,100.74,1,0
9.39,0.91,0.61,6.51,1902.7,8,1
0.99,0.2,0.32,1.43,214.65,2,0
5.06,0.7,0.89,7.23,40.02,19,1
8.65,0.92,0.94,9.94,2007.41,4,1
0.42,0.25,0.0,0.13,361.59,2,0
7.87,0.95,0.79,3.55,1364.53,8,1
7.8,0.87,0.99,8.1,268.07,16,1
6.43,0.81,0.71,4.47,951.18,13,1
3.67,0.23,0.33,1.69,385.76,2,0
8.37,0.96,0.92,4.29,2018.98,5,1
3.74,0.32,0.39,1.72,88.1,1,0
5.12,0.75,0.66,6.91,313.18,2,1
2.9,0.15,0.01,0.38,301.69,2,0
4.69,0.05,0.08,0.09,173.57,2,0
0.1,0.21,0.25,0.7,231.57,2,0
4.18,0.36,0.33,0.31,90.98,1,0
1.93,0.31,0.25,0.25,329.59,2,0
0.27,0.0,0.26,0.87,101.4,1,0
9.57,0.79,0.83,9.5,1401.1,11,1
8.71,0.9,0.87,4.64,1770.17,5,1
6.81,0.9,0.84,4.24,1372.55,14,1
0.3,0.18,0.07,1.46,332.07,1,0
0.62,0.23,0.27,1.32,381.27,2,0
1.62,0.12,0.01,2.45,180.15,2,0
2.43,0.36,0.33,0.44,283.27,1,0
6.09,0.75,0.73,4.23,381.3,1,1
1.84,0.02,0.31,2.11,239.16,2,0
7.52,0.61,0.6,4.68,1242.36,11,1
2.96,0.0,0.01,2.11,111.63,2,0
3.36,0.0,0.39,2.63,358.04,1,0
1.04,0.12,0.31,2.6,207.69,1,0
6.12,0.82,0.91,7.34,801.6,7,1
4.42,0.28,0.19,1.54,54.77,2,0
8.88,0.81,0.73,4.81,1791.43,18,1
1.22,0.35,0.3,2.7,327.36,1,0
3.18,0.12,0.39,0.82,81.06,1,0
1.3,0.36,0.01,1.04,287.6,1,0
8.06,0.89,0.77,8.3,1176.17,15,1
4.89,0.39,0.17,0.8,121.04,2,0
9.86,0.85,0.99,5.36,178.08,12,1
3.17,0.18,0.22,0.85,9.7,1,0
5.86,0.64,0.85,3.66,16.41,10,1
0.08,0.34,0.06,2.51,6.23,1,0
4.97,0.09,0.25,1.38,15.78,2,0
4.14,0.27,0.03,0.92,115.19,2,0
1.99,0.25,0.31,2.35,207.71,1,0
2.4,0.07,0.19,1.48,195.97,2,0
6.15,0.69,0.96,8.84,1847.39,19,1
0.17,0.27,0.16,1.34,349.47,1,0
0.7,0.21,0.1,0.55,25.93,2,0
2.35,0.18,0.18,1.23,215.43,1,0
8.2,0.8,0.94,9.12,1031.6,19,1
3.4,0.03,0.18,2.23,394.32,1,0
6.17,0.81,0.67,5.14,1071.37,14,1
3.64,0.19,0.2,2.55,272.37,1,0
4.53,0.31,0.25,0.95,216.75,2,0
6.41,0.7,0.95,9.08,378.38,5,1
6.31,0.81,0.73,9.02,2159.28,6,1
7.1,0.61,0.75,4.92,1371.9,12,1
0.8,0.31,0.39,0.06,279.61,1,0
3.97,0.37,0.27,0.71,357.81,2,0
0.42,0.27,0.27,2.01,376.93,2,0
9.77,0.97,0.62,5.52,489.26,13,1
9.61,0.79,0.85,8.81,1531.72,18,1
3.74,0.27,0.4,2.14,65.61,2,0
0.72,0.21,0.0,0.95,270.88,2,0
3.91,0.22,0.06,0.75,295.39,1,0
0.64,0.4,0.1,2.17,363.21,2,0
8.23,0.77,0.72,9.39,1461.93,2,1
0.4,0.32,0.17,2.4,101.52,2,0
6.0,0.7,0.77,4.63,2283.19,13,1
6.67,0.62,0.66,9.42,624.42,17,1
7.83,0.66,0.88,9.34,1629.76,2,1
2.66,0.08,0.11,2.3,188.14,1,0
8.93,0.75,0.64,7.44,710.2,1,1
6.9,0.93,0.75,7.21,292.02,1,1
5.66,0.84,0.85,3.37,2152.29,6,1
1.27,0.34,0.36,0.58,52.18,1,0
7.85,0.7,0.8,8.67,2413.26,3,1
3.24,0.2,0.2,0.52,111.49,2,0
8.23,0.76,0.93,6.97,1100.49,3,1
1.19,0.12,0.38,2.48,279.12,2,0
8.21,0.81,0.71,6.36,164.22,16,1
9.19,0.64,0.94,4.07,1891.02,5,1
3.67,0.16,0.17,0.43,329.1,2,0
4.26,0.39,0.11,2.15,157.7,2,0
0.24,0.0,0.24,0.85,352.22,2,0
2.3,0.1,0.15,0.06,209.6,1,0
0.1,0.01,0.21,2.09,376.86,2,0
8.99,0.81,0.83,8.97,105.77,14,1
1.63,0.2,0.38,2.2,299.1,1,0
1.22,0.02,0.34,0.03,374.84,2,0
0.71,0.01,0.32,1.8,284.37,1,0
7.64,0.84,0.72,3.25,844.79,10,1
8.83,0.89,0.95,7.48,1230.36,1,1
7.21,0.86,0.8,7.34,2057.65,11,1
4.96,0.04,0.05,2.48,345.9,2,0
9.46,0.61,0.9,8.31,43.31,15,1
5.02,0.98,0.84,8.74,53.13,12,1
2.05,0.38,0.35,0.89,63.71,1,0
2.34,0.05,0.26,0.22,151.28,2,0
1.55,0.39,0.05,2.87,36.4,2,0
4.99,0.21,0.22,1.18,124.02,2,0
4.23,0.12,0.14,2.72,360.39,2,0
4.28,0.11,0.07,1.14,357.75,2,0
2.65,0.13,0.03,2.69,321.07,1,0
2.82,0.24,0.26,1.49,7.15,2,0
3.05,0.04,0.19,0.58,83.35,2,0
6.63,0.97,0.77,9.74,1320.79,18,1
0.7,0.14,0.16,1.53,371.63,2,0
4.67,0.2,0.0,0.33,229.21,2,0
3.27,0.34,0.21,0.62,209.88,2,0
2.03,0.12,0.27,2.54,277.45,2,0
3.75,0.11,0.23,2.68,190.08,2,0
1.45,0.28,0.19,1.38,393.46,1,0
4.13,0.34,0.23,1.15,373.82,2,0
1.37,0.29,0.33,2.14,292.1,2,0
7.94,0.66,0.6,4.72,79.36,3,1
0.37,0.09,0.3,1.31,282.11,2,0
6.43,0.79,0.98,4.73,351.56,17,1
9.23,0.72,1.0,3.27,1181.89,1,1
4.84,0.19,0.29,1.11,73.75,2,0
6.32,0.63,0.75,8.83,2037.32,5,1
1.44,0.38,0.3,2.92,15.02,2,0
2.89,0.15,0.38,0.99,37.95,2,0
3.47,0.16,0.15,1.37,70.82,2,0
0.13,0.24,0.06,2.4,342.63,1,0
2.43,0.09,0.08,0.5,310.86,2,0
0.4,0.26,0.01,2.5,69.88,1,0
7.13,0.84,0.82,7.56,1899.11,17,1
0.23,0.07,0.37,2.93,295.9,1,0
3.15,0.24,0.14,1.45,238.94,1,0
3.86,0.0,0.36,0.81,267.17,1,0
3.97,0.08,0.38,1.51,366.79,1,0
8.35,0.85,0.69,9.28,407.27,19,1
0.65,0.07,0.14,1.23,139.48,2,0
3.22,0.16,0.21,2.84,238.08,1,0
6.46,0.75,0.91,7.17,606.01,9,1
9.74,0.85,0.66,8.06,533.18,6,1
0.64,0.28,0.2,0.08,369.9,1,0
9.85,0.68,0.62,9.73,2154.32,10,1
3.25,0.19,0.34,1.41,347.45,1,0
0.49,0.05,0.27,2.03,391.64,1,0
1.87,0.25,0.32,0.84,222.72,1,0
2.55,0.22,0.16,1.38,46.41,2,0
0.43,0.39,0.02,2.26,210.04,2,0
3.63,0.4,0.4,2.23,295.83,1,0
7.72,0.64,0.97,5.62,1458.39,11,1
3.78,0.26,0.09,2.19,102.76,1,0
9.17,0.74,0.84,4.07,1167.09,12,1
3.34,0.22,0.32,1.48,119.99,1,0
2.07,0.34,0.09,0.02,260.53,2,0
6.27,0.85,0.81,3.42,1893.12,5,1
1.62,0.01,0.3,0.64,333.79,2,0
1.15,0.1,0.01,0.89,233.85,2,0
5.96,0.96,0.68,3.18,1857.94,14,1
4.56,0.38,0.33,1.05,362.35,1,0
0.86,0.31,0.09,0.24,349.97,2,0
0.81,0.16,0.33,1.98,157.92,1,0
1.77,0.36,0.07,0.45,230.76,1,0
0.7,0.16,0.16,0.48,369.07,2,0
9.69,0.89,0.78,6.99,473.75,1,1
8.45,0.96,0.65,7.0,2162.33,11,1
2.4,0.35,0.14,2.78,279.46,1,0
2.94,0.37,0.22,1.52,88.94,1,0
3.21,0.35,0.27,1.07,205.08,1,0
1.98,0.19,0.34,1.57,77.39,2,0
9.77,0.88,0.62,9.35,1582.56,4,1
0.47,0.28,0.2,0.57,6.27,2,0
3.99,0.38,0.24,0.76,369.66,1,0
4.44,0.1,0.05,2.83,184.46,1,0
6.93,0.76,0.67,3.16,1912.86,3,1
2.25,0.17,0.1,1.12,43.26,1,0
9.31,0.93,0.61,3.64,1369.06,14,1
1.79,0.39,0.39,1.33,318.03,2,0
6.37,0.65,0.93,9.97,1448.76,10,1
7.35,0.91,0.64,8.38,593.33,17,1
7.35,0.73,0.88,8.78,791.47,7,1
6.77,0.99,0.73,5.87,19.29,3,1
5.15,0.77,0.83,9.14,423.04,8,1
9.78,0.75,0.86,3.24,513.28,15,1
9.26,0.91,0.72,5.27,450.56,5,1
8.3,0.75,0.91,3.85,1147.57,10,1
2.35,0.14,0.34,2.56,8.92,2,0
2.17,0.1,0.25,0.54,302.75,2,0
3.36,0.1,0.13,2.5,304.72,2,0
7.9,0.69,0.63,7.38,1858.23,15,1
4.7,0.22,0.24,2.93,256.85,1,0
6.0,0.85,0.83,5.68,1203.94,13,1
8.2,0.84,0.66,4.45,102.58,7,1
3.92,0.12,0.2,1.86,327.79,1,0
4.51,0.37,0.31,0.68,9.92,2,0
0.9,0.02,0.11,2.5,117.56,1,0
8.34,0.77,0.78,3.46,2100.24,3,1
8.51,0.98,0.71,6.08,487.75,14,1
0.16,0.18,0.19,1.63,268.38,2,0
9.37,0.67,0.77,4.31,379.5,17,1
7.98,0.99,0.99,7.06,2331.12,12,1
9.48,0.71,0.71,5.12,350.67,10,1
6.62,0.85,0.95,6.73,610.45,10,1
6.5,0.71,0.84,8.72,209.99,7,1
3.17,0.09,0.02,1.85,18.96,2,0
2.94,0.13,0.22,2.19,16.93,2,0
9.17,0.72,0.76,5.43,866.12,6,1
5.26,0.98,0.66,7.96,983.87,19,1
5.71,0.94,0.89,7.65,1887.88,4,1
1.16,0.02,0.38,0.94,177.04,1,0
0.34,0.33,0.1,2.07,369.48,1,0
7.83,0.73,0.67,9.01,1477.52,9,1
4.0,0.2,0.05,1.31,336.99,1,0
1.96,0.0,0.11,1.79,319.71,2,0
8.91,0.99,0.73,3.26,829.7,6,1
8.65,0.77,0.99,5.45,746.37,13,1
5.68,0.71,0.68,9.18,694.77,14,1
3.03,0.28,0.11,1.44,17.76,2,0
9.9,0.74,0.85,5.18,356.09,10,1
3.44,0.13,0.22,0.44,181.03,2,0
0.27,0.34,0.25,1.47,355.99,1,0
5.6,0.77,0.63,3.69,1319.15,3,1
1.45,0.11,0.31,0.77,178.5,2,0
1.83,0.04,0.27,0.02,190.12,2,0
9.04,0.65,0.99,7.44,340.99,9,1
1.48,0.22,0.09,1.33,193.69,2,0
2.09,0.3,0.16,2.48,106.92,1,0
7.0,0.99,0.64,5.97,2338.65,3,1
8.14,0.73,0.87,3.22,1966.83,19,1
9.15,0.66,0.93,6.78,1492.14,2,1
0.58,0.17,0.11,0.21,216.88,2,0
6.72,0.76,0.9,6.38,234.94,19,1
6.74,0.99,0.8,3.78,1984.89,3,1
7.72,0.94,0.95,4.12,1369.88,5,1
1.81,0.16,0.07,1.13,321.58,1,0
4.27,0.27,0.01,0.65,27.79,1,0
6.68,0.7,0.83,9.75,961.93,16,1
6.96,0.94,0.96,6.54,2003.85,3,1
2.41,0.18,0.17,1.53,378.02,2,0
2.83,0.28,0.34,1.39,304.42,1,0
4.3,0.33,0.05,2.55,165.63,1,0
5.42,0.62,0.64,5.41,1119.85,2,1
7.22,0.63,0.71,8.47,1900.17,2,1
0.54,0.1,0.36,2.15,255.82,1,0
6.68,0.95,0.81,6.7,256.71,8,1
3.98,0.21,0.05,0.65,262.49,2,0
6.59,0.62,0.88,9.24,750.2,17,1
9.52,0.7,0.68,9.79,2135.83,17,1
8.5,0.72,0.93,3.49,481.48,13,1
2.43,0.14,0.17,2.79,364.3,1,0
8.5,0.61,0.94,7.86,668.79,11,1
2.17,0.29,0.11,0.3,140.97,2,0
1.43,0.1,0.15,1.5,380.46,1,0
3.04,0.38,0.4,1.12,119.52,2,0
4.46,0.37,0.09,0.13,122.16,2,0
3.44,0.01,0.13,0.43,93.19,1,0
7.08,0.67,0.65,7.05,936.54,3,1
1.36,0.38,0.19,0.18,291.71,1,0
8.67,0.67,0.71,9.05,35.95,6,1
4.51,0.04,0.05,1.49,42.65,1,0
1.66,0.15,0.24,0.21,102.35,2,0
0.59,0.28,0.16,0.62,161.1,1,0
7.59,0.91,0.67,8.27,47.94,8,1
5.96,0.9,0.65,3.73,167.07,8,1
4.03,0.11,0.35,2.5,371.65,1,0
7.19,0.72,0.99,8.7,809.51,19,1
3.58,0.01,0.17,2.26,233.24,1,0
4.05,0.34,0.36,1.53,277.71,2,0
4.34,0.26,0.18,1.99,282.67,1,0
5.11,0.6,0.64,4.68,2477.55,8,1
5.8,0.75,0.69,5.14,563.52,8,1
4.35,0.23,0.17,1.92,327.28,1,0
3.66,0.23,0.18,2.28,27.17,2,0
6.98,0.67,0.75,5.61,795.85,6,1
8.58,0.88,0.99,5.1,347.25,10,1
2.85,0.09,0.3,0.93,368.85,2,0
4.55,0.08,0.32,0.39,96.89,2,0
5.21,0.78,0.92,8.4,426.56,10,1
4.22,0.1,0.04,1.85,173.88,1,0
4.91,0.03,0.36,2.44,125.7,1,0
1.83,0.21,0.38,2.71,316.1,2,0
1.78,0.32,0.3,2.73,5.93,2,0
2.92,0.4,0.24,2.36,290.64,1,0
4.93,0.16,0.13,1.87,330.24,2,0
9.43,0.71,0.66,3.84,4.87,17,1
0.56,0.1,0.12,1.68,159.18,1,0
7.22,0.63,0.92,4.69,1617.06,10,1
5.33,0.99,0.87,5.92,605.07,9,1
5.51,0.77,0.94,8.05,492.62,14,1
4.99,0.1,0.34,2.47,92.38,1,0
5.51,0.89,0.78,5.26,474.89,12,1
0.39,0.07,0.16,0.56,316.89,2,0
4.45,0.37,0.11,0.56,104.51,2,0
4.13,0.13,0.11,1.65,288.74,2,0
0.1,0.05,0.34,2.53,131.7,2,0
2.56,0.37,0.39,2.54,123.9,2,0
3.97,0.22,0.17,1.86,177.53,1,0
6.6,0.75,0.85,4.11,358.03,1,1
3.32,0.06,0.04,1.72,160.61,1,0
1.38,0.07,0.31,2.84,40.18,1,0
3.54,0.16,0.01,2.9,394.53,2,0
1.58,0.26,0.03,0.73,309.47,1,0
5.64,0.96,0.81,8.54,2376.99,2,1
1.05,0.25,0.03,2.51,69.82,2,0
8.53,0.87,0.92,5.08,1935.05,18,1
6.55,0.8,0.74,8.3,2290.64,15,1
3.76,0.08,0.08,1.93,183.23,1,0
3.63,0.04,0.16,2.95,323.38,1,0
8.2,0.81,0.96,8.09,1486.1,7,1
7.82,0.98,0.92,7.05,744.45,15,1
7.81,0.85,0.99,3.48,1218.03,10,1
0.95,0.22,0.01,2.29,232.37,1,0
1.73,0.08,0.32,0.16,27.87,1,0
2.75,0.11,0.1,0.41,339.63,2,0
1.73,0.14,0.36,0.15,140.08,2,0
9.9,0.92,0.72,8.93,237.66,4,1
3.87,0.37,0.28,2.69,94.59,2,0
4.01,0.32,0.3,1.05,181.54,2,0
6.67,0.81,0.69,7.05,1151.73,9,1
6.37,0.65,0.65,5.43,486.38,6,1
7.94,0.78,0.91,4.46,1065.61,1,1
3.45,0.17,0.37,0.22,321.3,2,0
5.07,0.63,0.76,4.08,1867.91,15,1
3.06,0.15,0.0,1.34,110.69,2,0
9.4,0.62,1.0,7.65,30.4,10,1
2.77,0.34,0.21,1.81,174.95,1,0
3.51,0.25,0.2,1.3,237.31,2,0
5.27,0.99,0.94,9.39,383.62,3,1
8.96,0.65,0.91,3.48,2326.98,19,1
3.59,0.11,0.25,1.56,344.78,2,0
7.46,0.87,0.64,5.3,924.71,17,1
6.9,0.79,0.79,4.8,284.43,6,1
6.06,0.79,0.99,8.4,266.97,2,1
0.48,0.27,0.05,2.64,204.29,1,0
6.05,0.99,0.87,8.45,428.06,19,1
7.86,0.98,0.72,9.93,193.67,7,1
1.86,0.02,0.15,1.83,47.7,2,0
9.19,0.98,0.62,3.55,652.44,11,1
7.44,1.0,0.69,5.92,2100.69,12,1
6.9,0.96,0.76,7.37,167.86,3,1
3.0,0.04,0.15,2.83,235.8,1,0
7.34,1.0,0.96,5.3,1938.12,9,1
1.76,0.13,0.27,0.65,167.86,1,0
4.53,0.36,0.39,2.66,3.28,1,0
8.95,0.91,0.65,9.38,1842.06,2,1
5.89,0.88,0.93,5.86,160.01,1,1
4.73,0.35,0.03,1.95,48.04,1,0
5.97,0.86,0.94,4.77,1713.11,6,1
3.95,0.19,0.31,1.3,100.8,2,0
8.04,0.66,0.93,5.49,2229.51,16,1
2.84,0.07,0.37,2.61,345.77,2,0
4.5,0.13,0.23,1.5,195.82,2,0
0.08,0.33,0.35,2.05,216.43,1,0
3.32,0.35,0.33,1.08,240.05,1,0
6.3,0.82,0.81,7.46,1718.9,6,1
6.09,0.99,0.99,7.58,171.17,2,1
5.01,0.94,0.89,7.83,1991.65,1,1
7.85,0.78,0.82,6.62,521.44,8,1
2.81,0.1,0.38,1.45,132.68,2,0
6.33,0.65,0.8,4.08,124.13,18,1
3.47,0.12,0.35,2.35,6.17,1,0
2.8,0.14,0.03,2.19,348.46,1,0
8.81,1.0,0.91,5.07,1170.03,7,1
2.27,0.08,0.08,2.58,271.1,2,0
6.06,0.75,0.71,3.62,682.49,7,1
0.13,0.23,0.2,2.52,232.71,2,0
1.04,0.13,0.05,0.22,396.87,2,0
4.11,0.2,0.29,0.93,122.42,1,0
1.88,0.39,0.27,2.87,80.58,1,0
6.87,0.71,0.72,5.52,626.37,8,1
8.02,0.62,0.94,7.54,827.49,18,1
1.62,0.09,0.13,2.86,133.23,1,0
5.75,0.83,0.86,8.05,951.72,8,1
3.13,0.12,0.17,2.4,122.55,1,0
4.31,0.19,0.05,0.87,264.97,1,0
8.17,0.83,0.91,5.06,306.0,4,1
1.93,0.31,0.29,0.18,232.6,2,0
2.74,0.2,0.12,1.51,64.71,1,0
7.71,0.76,0.64,8.61,605.28,3,1
8.17,0.87,0.81,7.67,1632.4,18,1
5.38,0.61,0.88,6.07,1748.02,19,1
1.93,0.05,0.15,1.59,239.53,2,0
4.45,0.11,0.01,0.78,111.48,2,0
2.61,0.33,0.23,2.62,288.41,2,0
4.7,0.08,0.12,0.72,143.5,1,0
0.39,0.11,0.13,1.69,111.39,1,0
1.08,0.29,0.32,1.24,298.57,2,0
1.36,0.06,0.02,0.72,273.63,2,0
8.47,0.97,0.76,4.26,1573.59,6,1
4.62,0.2,0.1,1.2,287.55,1,0
3.28,0.18,0.14,2.51,303.38,2,0
1.09,0.24,0.22,1.14,345.32,2,0
1.47,0.31,0.3,0.74,291.53,2,0
9.44,0.7,0.75,8.92,601.29,15,1
3.67,0.21,0.33,2.17,246.03,2,0
6.95,0.71,0.89,3.76,36.56,6,1
0.9,0.32,0.18,0.98,63.3,2,0
2.18,0.04,0.37,2.34,22.55,2,0
0.29,0.22,0.03,2.71,362.85,1,0
3.67,0.05,0.09,0.98,87.23,2,0
8.14,0.67,0.7,6.28,1800.69,3,1
